OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
ISS (ZARYA),1998-067A,2020-01-02T18:00:09.107424,15.49535347,.000498,51.6472,92.0360,90.4915,54.2126,0,U,25544,999,20621,.15644E-3,.834E-4,0
ISS (ZARYA),1998-067A,2020-01-03T09:17:27.741696,15.49530987,.0005239,51.6449,88.8781,96.1369,4.4207,0,U,25544,999,20631,.11608E-4,.197E-5,0
ISS (ZARYA),1998-067A,2020-01-03T12:29:36.117024,15.49531671,.0005223,51.6445,88.2182,99.7781,25.5891,0,U,25544,999,20633,.14414E-4,.354E-5,0
ISS (ZARYA),1998-067A,2020-01-03T14:06:25.790400,15.49531766,.0005197,51.6443,87.8851,99.3180,41.3920,0,U,25544,999,20634,.13401E-4,.298E-5,0
ISS (ZARYA),1998-067A,2020-01-03T14:06:25.790400,15.49531778,.0005208,51.6448,87.8849,98.6202,42.0896,0,U,25544,999,20634,.13925E-4,.327E-5,0
ISS (ZARYA),1998-067A,2020-01-03T17:10:52.325760,15.49531437,.0005189,51.6455,87.2527,98.7406,36.9381,0,U,25544,999,20636,0,-.455E-5,0
ISS (ZARYA),1998-067A,2020-01-03T17:10:52.325760,15.49532356,.0005224,51.6450,87.2508,98.7845,36.8960,0,U,25544,999,20636,.1535E-4,.407E-5,0
ISS (ZARYA),1998-067A,2020-01-04T00:35:16.622016,15.49532958,.0005225,51.6450,85.7224,99.8404,318.5272,0,U,25544,999,20641,.15601E-4,.421E-5,0
ISS (ZARYA),1998-067A,2020-01-04T09:50:48.282720,15.49534821,.0005219,51.6452,83.8111,100.6283,311.1871,0,U,25544,999,20647,.19424E-4,.636E-5,0
ISS (ZARYA),1998-067A,2020-01-04T13:18:16.277184,15.49535291,.0005225,51.6452,83.0976,101.1617,34.8769,0,U,25544,999,20649,.1991E-4,.663E-5,0
ISS (ZARYA),1998-067A,2020-01-04T16:27:04.475808,15.49536989,.0005237,51.6452,82.4484,100.9403,46.9806,0,U,25544,999,20651,.24268E-4,.908E-5,0
ISS (ZARYA),1998-067A,2020-01-04T17:59:51.625248,15.49537135,.0005235,51.6452,82.1293,101.1409,46.4549,0,U,25544,999,20652,.24184E-4,.903E-5,0
ISS (ZARYA),1998-067A,2020-01-04T22:45:15.782112,15.49537094,.0005192,51.6453,81.1490,100.6260,73.3006,0,U,25544,999,20655,.22358E-4,.801E-5,0
ISS (ZARYA),1998-067A,2020-01-05T05:55:04.710720,15.49536489,.0005102,51.6455,79.6731,100.8091,299.2525,0,U,25544,999,20660,.61293E-5,-.111E-5,0
ISS (ZARYA),1998-067A,2020-01-05T09:16:12.869184,15.49538122,.0005229,51.6455,78.9796,102.4245,357.3230,0,U,25544,999,20662,.22322E-4,.799E-5,0
ISS (ZARYA),1998-067A,2020-01-05T14:07:29.647776,15.49539649,.0005202,51.6453,77.9782,102.5065,46.3610,0,U,25544,999,20665,.26357E-4,.1026E-4,0
ISS (ZARYA),1998-067A,2020-01-05T21:57:56.048256,15.49540473,.000518,51.6455,76.3608,103.2037,69.2804,0,U,25544,999,20670,.2577E-4,.993E-5,0
ISS (ZARYA),1998-067A,2020-01-05T21:57:56.048256,15.49540473,.000518,51.6455,76.3608,103.2042,69.2798,0,U,25544,999,20670,.25771E-4,.993E-5,0
ISS (ZARYA),1998-067A,2020-01-06T05:14:42.670752,15.49541279,.0005175,51.6451,74.8590,104.6226,320.9884,0,U,25544,999,20675,.25562E-4,.981E-5,0
ISS (ZARYA),1998-067A,2020-01-06T08:28:12.590400,15.49541523,.0005176,51.6451,74.1937,105.0978,350.5931,0,U,25544,999,20677,.25157E-4,.958E-5,0
ISS (ZARYA),1998-067A,2020-01-06T13:22:06.940128,15.49542542,.0005159,51.6453,73.1830,105.4393,49.5527,0,U,25544,999,20680,.26955E-4,.1059E-4,0
ISS (ZARYA),1998-067A,2020-01-06T16:14:48.715008,15.49543021,.0005184,51.6456,72.5901,105.7308,358.7035,0,U,25544,999,20682,.26906E-4,.1057E-4,0
ISS (ZARYA),1998-067A,2020-01-07T06:02:40.507008,15.49543979,.0005135,51.6455,69.7436,108.6068,324.9690,0,U,25544,999,20691,.23917E-4,.889E-5,0
ISS (ZARYA),1998-067A,2020-01-07T09:13:42.852000,15.49544474,.0005143,51.6455,69.0865,108.6341,345.4895,0,U,25544,999,20693,.24276E-4,.909E-5,0
ISS (ZARYA),1998-067A,2020-01-07T14:09:41.330880,15.49546160,.0005157,51.6455,68.0699,108.4755,52.9737,0,U,25544,999,20696,.27857E-4,.111E-4,0
ISS (ZARYA),1998-067A,2020-01-07T15:27:59.249664,15.49546346,.0005156,51.6456,67.8006,108.6593,356.3087,0,U,25544,999,20697,.27905E-4,.1113E-4,0
ISS (ZARYA),1998-067A,2020-01-07T15:27:59.249664,15.49546996,.0005157,51.6455,67.8006,108.6764,356.2953,0,U,25544,999,20697,.29535E-4,.1205E-4,0
ISS (ZARYA),1998-067A,2020-01-08T07:00:19.467072,15.49548321,.0005137,51.6455,64.5943,111.2659,7.8376,0,U,25544,999,20707,.27822E-4,.1108E-4,0
ISS (ZARYA),1998-067A,2020-01-08T11:44:27.425184,15.49549116,.0005128,51.6454,63.6170,111.2484,29.2747,0,U,25544,999,20710,.29033E-4,.1177E-4,0
ISS (ZARYA),1998-067A,2020-01-08T13:18:21.018816,15.49549283,.0005128,51.6454,63.2941,111.4886,33.0063,0,U,25544,999,20711,.2844E-4,.1143E-4,0
ISS (ZARYA),1998-067A,2020-01-08T14:47:59.570880,15.49549688,.0005128,51.6454,62.9858,111.7182,20.2705,0,U,25544,999,20712,.29247E-4,.1189E-4,0
ISS (ZARYA),1998-067A,2020-01-08T14:47:59.570880,15.49549710,.0005166,51.6453,62.9871,111.3596,20.6273,0,U,25544,999,20712,.29535E-4,.1205E-4,0
ISS (ZARYA),1998-067A,2020-01-09T06:06:02.193120,15.49549796,.0005238,51.6450,59.8307,112.8001,337.9139,0,U,25544,999,20722,.23433E-4,.862E-5,0
ISS (ZARYA),1998-067A,2020-01-09T06:12:32.234688,15.49549871,.0005231,51.6450,59.8084,113.0329,2.8809,0,U,25544,999,20722,.23631E-4,.873E-5,0
ISS (ZARYA),1998-067A,2020-01-09T14:08:22.549632,15.49547809,.0005256,51.6454,58.1754,115.3542,45.1089,0,U,25544,999,20727,.76486E-5,-.25E-6,0
ISS (ZARYA),1998-067A,2020-01-10T00:36:44.398368,15.49550213,.0005256,51.6454,56.0143,116.9618,319.3151,0,U,25544,999,20734,.17871E-4,.549E-5,0
ISS (ZARYA),1998-067A,2020-01-10T06:52:16.270752,15.49550218,.0005185,51.6454,54.7213,117.2694,334.7270,0,U,25544,999,20738,.16279E-4,.46E-5,0
ISS (ZARYA),1998-067A,2020-01-10T13:19:33.296736,15.49550061,.0005209,51.6455,53.3902,118.1753,35.0981,0,U,25544,999,20742,.14046E-4,.334E-5,0
ISS (ZARYA),1998-067A,2020-01-10T16:11:09.078432,15.49549607,.0005192,51.6455,52.8003,119.1607,339.2932,0,U,25544,999,20744,.1126E-4,.178E-5,0
ISS (ZARYA),1998-067A,2020-01-10T22:12:52.716960,15.49549926,.0005192,51.6455,51.5563,120.0859,300.5796,0,U,25544,999,20748,.1126E-4,.178E-5,0
ISS (ZARYA),1998-067A,2020-01-10T23:48:25.439040,15.49550125,.0005192,51.6455,51.2277,120.3305,310.7114,0,U,25544,999,20749,.11565E-4,.195E-5,0
ISS (ZARYA),1998-067A,2020-01-11T06:07:25.912128,15.49550468,.0005192,51.6455,49.9243,121.3003,338.9406,0,U,25544,999,20753,.11565E-4,.195E-5,0
ISS (ZARYA),1998-067A,2020-01-11T14:04:35.290848,15.49551681,.0005149,51.6459,48.2840,121.0611,28.8470,0,U,25544,999,20758,.13502E-4,.304E-5,0
ISS (ZARYA),1998-067A,2020-01-11T14:04:35.290848,15.49551704,.0005146,51.6459,48.2840,121.0229,28.8854,0,U,25544,999,20758,.1357E-4,.308E-5,0
ISS (ZARYA),1998-067A,2020-01-11T20:21:38.750688,15.49552011,.0005135,51.6460,46.9879,121.8663,49.6818,0,U,25544,999,20762,.13208E-4,.287E-5,0
ISS (ZARYA),1998-067A,2020-01-12T03:42:28.375776,15.49553527,.0005091,51.6459,45.4723,123.1135,317.2784,0,U,25544,999,20767,.16308E-4,.462E-5,0
ISS (ZARYA),1998-067A,2020-01-12T05:25:13.866816,15.49553944,.0005091,51.6459,45.1189,123.3767,355.3525,0,U,25544,999,20768,.17407E-4,.523E-5,0
ISS (ZARYA),1998-067A,2020-01-12T08:31:00.069888,15.49554506,.0005091,51.6459,44.4800,123.8520,355.0051,0,U,25544,999,20770,.18537E-4,.587E-5,0
ISS (ZARYA),1998-067A,2020-01-12T13:13:05.735712,15.49558438,.0004978,51.6453,43.5123,120.5892,11.7957,0,U,25544,999,20773,.34688E-4,.1495E-4,0
ISS (ZARYA),1998-067A,2020-01-12T14:49:28.759872,15.49558662,.0004973,51.6453,43.1808,120.7899,25.2219,0,U,25544,999,20774,.3453E-4,.1486E-4,0
ISS (ZARYA),1998-067A,2020-01-12T19:34:37.812288,15.49557581,.0005048,51.6452,42.2007,123.5746,47.8093,0,U,25544,999,20777,.25928E-4,.1003E-4,0
ISS (ZARYA),1998-067A,2020-01-13T03:02:47.666976,15.49559010,.0005021,51.6448,40.6599,124.6787,343.9952,0,U,25544,999,20782,.27569E-4,.1095E-4,0
ISS (ZARYA),1998-067A,2020-01-13T06:05:41.665344,15.49559205,.0005021,51.6448,40.0308,125.1468,332.5313,0,U,25544,999,20784,.2656E-4,.1038E-4,0
ISS (ZARYA),1998-067A,2020-01-13T09:21:35.626752,15.49560247,.0005021,51.6448,39.3571,125.6485,11.4262,0,U,25544,999,20786,.29689E-4,.1214E-4,0
ISS (ZARYA),1998-067A,2020-01-13T12:33:06.388704,15.49560692,.0005021,51.6448,38.6984,126.1385,33.3273,0,U,25544,999,20788,.29689E-4,.1214E-4,0
ISS (ZARYA),1998-067A,2020-01-13T14:01:47.576352,15.49560898,.0005021,51.6448,38.3934,126.3658,16.8896,0,U,25544,999,20789,.29689E-4,.1214E-4,0
ISS (ZARYA),1998-067A,2020-01-14T01:07:30.304128,15.49562941,.0005018,51.6450,36.1045,128.2963,75.5680,0,U,25544,999,20796,.31277E-4,.1304E-4,0
ISS (ZARYA),1998-067A,2020-01-14T08:32:07.730592,15.49562537,.0005001,51.6449,34.5761,129.4631,357.9631,0,U,25544,999,20801,.27319E-4,.1081E-4,0
ISS (ZARYA),1998-067A,2020-01-14T11:44:41.487648,15.49562949,.0005001,51.6449,33.9138,129.9560,23.9325,0,U,25544,999,20803,.27319E-4,.1081E-4,0
ISS (ZARYA),1998-067A,2020-01-14T13:13:31.970208,15.49563139,.0005001,51.6449,33.6082,130.1836,8.0955,0,U,25544,999,20804,.27319E-4,.1081E-4,0
ISS (ZARYA),1998-067A,2020-01-14T20:37:42.479616,15.49563480,.000497,51.6453,32.0817,131.3654,288.7415,0,U,25544,999,20809,.24739E-4,.936E-5,0
ISS (ZARYA),1998-067A,2020-01-15T01:28:32.896704,15.49563724,.0004965,51.6450,31.0816,132.2481,335.2909,0,U,25544,999,20812,.23503E-4,.867E-5,0
ISS (ZARYA),1998-067A,2020-01-15T06:10:09.398208,15.49563223,.0004968,51.6452,30.1131,132.2007,346.9795,0,U,25544,999,20815,.19987E-4,.669E-5,0
ISS (ZARYA),1998-067A,2020-01-15T12:25:42.807648,15.49564124,.0005006,51.6451,28.8217,132.9082,2.1074,0,U,25544,999,20819,.20678E-4,.708E-5,0
ISS (ZARYA),1998-067A,2020-01-15T12:25:42.807648,15.49564137,.0005007,51.6452,28.8218,132.9421,2.0735,0,U,25544,999,20819,.20726E-4,.71E-5,0
ISS (ZARYA),1998-067A,2020-01-15T18:47:00.697344,15.49564288,.0004963,51.6453,27.5116,133.8579,39.2457,0,U,25544,999,20823,.19063E-4,.617E-5,0
ISS (ZARYA),1998-067A,2020-01-16T01:57:14.588640,15.49565224,.0005004,51.6452,26.0330,135.6472,265.2382,0,U,25544,999,20828,.19493E-4,.641E-5,0
ISS (ZARYA),1998-067A,2020-01-16T06:26:56.155200,15.49565859,.0004993,51.6452,25.1055,136.2175,230.1249,0,U,25544,999,20831,.20333E-4,.688E-5,0
ISS (ZARYA),1998-067A,2020-01-16T08:32:21.393024,15.49566400,.0004961,51.6452,24.6741,136.6310,355.9024,0,U,25544,999,20832,.21465E-4,.752E-5,0
ISS (ZARYA),1998-067A,2020-01-16T17:09:57.000384,15.49568012,.000496,51.6455,22.8949,137.3697,201.6045,0,U,25544,999,20837,.23588E-4,.872E-5,0
ISS (ZARYA),1998-067A,2020-01-16T22:14:53.517120,15.49569255,.0004979,51.6456,21.8462,138.2273,302.8504,0,U,25544,999,20841,.25928E-4,.1003E-4,0
ISS (ZARYA),1998-067A,2020-01-17T01:13:15.980160,15.49569535,.0004984,51.6454,21.2331,138.4447,274.0975,0,U,25544,999,20843,.2572E-4,.991E-5,0
ISS (ZARYA),1998-067A,2020-01-17T06:08:47.801184,15.49569439,.0005016,51.6455,20.2166,139.5601,338.5975,0,U,25544,999,20846,.23835E-4,.885E-5,0
ISS (ZARYA),1998-067A,2020-01-17T09:21:30.904128,15.49570179,.0004969,51.6454,19.5538,139.6102,5.6169,0,U,25544,999,20848,.25693E-4,.99E-5,0
ISS (ZARYA),1998-067A,2020-01-17T12:26:41.748000,15.49570714,.0004969,51.6454,18.9169,140.0843,2.9937,0,U,25544,999,20850,.26379E-4,.1029E-4,0
ISS (ZARYA),1998-067A,2020-01-17T21:26:42.040032,15.49571854,.0005048,51.6456,17.0608,142.0845,294.3151,0,U,25544,999,20856,.26247E-4,.1021E-4,0
ISS (ZARYA),1998-067A,2020-01-18T11:38:25.628640,15.49571972,.0004974,51.6455,14.1322,142.9001,355.1995,0,U,25544,999,20865,.21508E-4,.755E-5,0
ISS (ZARYA),1998-067A,2020-01-18T20:38:13.491168,15.49572482,.0004972,51.6456,12.2760,144.5228,286.0957,0,U,25544,999,20871,.19853E-4,.662E-5,0
ISS (ZARYA),1998-067A,2020-01-19T03:02:51.326016,15.49572028,.0004959,51.6460,10.9537,145.1858,336.4447,0,U,25544,999,20875,.16123E-4,.452E-5,0
ISS (ZARYA),1998-067A,2020-01-19T06:12:37.282176,15.49572410,.000496,51.6461,10.3016,145.6856,351.5702,0,U,25544,999,20877,.16773E-4,.488E-5,0
ISS (ZARYA),1998-067A,2020-01-19T12:13:36.251904,15.49573114,.000497,51.6459,9.0600,146.5335,310.0706,0,U,25544,999,20881,.17069E-4,.505E-5,0
ISS (ZARYA),1998-067A,2020-01-19T19:50:42.182304,15.49573827,.000497,51.6459,7.4880,147.7680,280.7766,0,U,25544,999,20886,.17323E-4,.519E-5,0
ISS (ZARYA),1998-067A,2020-01-19T21:27:38.428128,15.49574014,.000497,51.6459,7.1546,148.0163,296.3061,0,U,25544,999,20887,.17435E-4,.526E-5,0
ISS (ZARYA),1998-067A,2020-01-20T02:06:41.776128,15.49572933,.0005027,51.6470,6.1952,149.4808,296.5931,0,U,25544,999,20890,.12703E-4,.259E-5,0
ISS (ZARYA),1998-067A,2020-01-20T03:44:33.814752,15.49573825,.0005008,51.6460,5.8589,149.3113,316.1483,0,U,25544,999,20891,.15126E-4,.396E-5,0
ISS (ZARYA),1998-067A,2020-01-20T08:33:01.984608,15.49574886,.0004966,51.6461,4.8684,149.6593,354.0517,0,U,25544,999,20894,.17475E-4,.528E-5,0
ISS (ZARYA),1998-067A,2020-01-20T11:39:17.830656,15.49575453,.0004979,51.6461,4.2278,149.7103,356.0543,0,U,25544,999,20896,.18208E-4,.569E-5,0
ISS (ZARYA),1998-067A,2020-01-20T20:42:09.052992,15.49577317,.0005039,51.6462,2.3610,150.8307,299.3090,0,U,25544,999,20902,.21953E-4,.78E-5,0
ISS (ZARYA),1998-067A,2020-01-20T22:01:49.698048,15.49578003,.0005039,51.6462,2.0870,151.0337,247.9793,0,U,25544,999,20903,.23243E-4,.852E-5,0
ISS (ZARYA),1998-067A,2020-01-21T06:09:59.673888,15.49578163,.0005031,51.6458,0.4087,152.1177,339.2674,0,U,25544,999,20908,.22412E-4,.806E-5,0
ISS (ZARYA),1998-067A,2020-01-21T07:46:09.224832,15.49578261,.0005005,51.6460,0.0783,152.1939,351.9517,0,U,25544,999,20909,.22257E-4,.797E-5,0
ISS (ZARYA),1998-067A,2020-01-21T10:51:35.276832,15.49578318,.0005011,51.6456,359.4406,152.8250,350.1562,0,U,25544,999,20911,.21529E-4,.756E-5,0
ISS (ZARYA),1998-067A,2020-01-21T10:51:35.276832,15.49578602,.0005013,51.6459,359.4410,152.4686,350.5133,0,U,25544,999,20911,.2229E-4,.799E-5,0
ISS (ZARYA),1998-067A,2020-01-21T16:21:05.999616,15.49572642,.0004839,51.6458,358.3116,151.5496,188.7728,0,U,25544,999,20914,0,-.455E-5,0
ISS (ZARYA),1998-067A,2020-01-21T22:48:49.146048,15.49579015,.0004857,51.6458,356.9782,153.1359,250.1907,0,U,25544,999,20919,.18675E-4,.596E-5,0
ISS (ZARYA),1998-067A,2020-01-22T02:07:36.962400,15.49578804,.000498,51.6454,356.2907,155.1040,298.8612,0,U,25544,999,20921,.17971E-4,.556E-5,0
ISS (ZARYA),1998-067A,2020-01-22T05:22:25.505184,15.49579138,.000498,51.6454,355.6207,155.6031,333.5416,0,U,25544,999,20923,.183E-4,.574E-5,0
ISS (ZARYA),1998-067A,2020-01-22T08:34:22.026432,15.49579429,.000498,51.6454,354.9605,156.0945,357.1147,0,U,25544,999,20925,.18334E-4,.576E-5,0
ISS (ZARYA),1998-067A,2020-01-22T09:54:15.692832,15.49579325,.0004879,51.6457,354.6878,155.6332,307.2838,0,U,25544,999,20926,.17175E-4,.511E-5,0
ISS (ZARYA),1998-067A,2020-01-22T17:12:12.000384,15.49579977,.0004877,51.6457,353.1815,156.7990,203.7899,0,U,25544,999,20931,.17365E-4,.522E-5,0
ISS (ZARYA),1998-067A,2020-01-23T01:27:46.863648,15.49580472,.0004878,51.6455,351.4777,157.9228,323.7904,0,U,25544,999,20936,.16344E-4,.465E-5,0
ISS (ZARYA),1998-067A,2020-01-23T06:13:40.895904,15.49581095,.0004878,51.6455,350.4944,158.6548,351.3566,0,U,25544,999,20939,.17339E-4,.521E-5,0
ISS (ZARYA),1998-067A,2020-01-23T07:49:57.097920,15.49581616,.0004829,51.6456,350.1649,159.0438,4.1589,0,U,25544,999,20940,.18468E-4,.584E-5,0
ISS (ZARYA),1998-067A,2020-01-23T09:06:22.720032,15.49581734,.0004815,51.6457,349.9022,159.2259,300.2470,0,U,25544,999,20941,.18409E-4,.581E-5,0
ISS (ZARYA),1998-067A,2020-01-23T16:23:44.000160,15.49581559,.0004676,51.6457,348.3987,158.6237,196.2545,0,U,25544,999,20945,.16017E-4,.446E-5,0
ISS (ZARYA),1998-067A,2020-01-23T21:10:40.278432,15.48971717,.0006166,51.6476,347.4152,224.0614,162.6769,0,U,25544,999,20949,-.15869E-1,-.802658E-2,0
ISS (ZARYA),1998-067A,2020-01-23T22:47:07.505952,15.49024802,.000632,51.6477,347.0805,227.2869,173.2258,0,U,25544,999,20950,-.67382E-2,-.35598E-2,0
ISS (ZARYA),1998-067A,2020-01-24T02:08:26.237184,15.49137348,.000711,51.6459,346.3971,176.9880,283.7501,0,U,25544,999,20952,-.39951E-2,-.215887E-2,0
ISS (ZARYA),1998-067A,2020-01-24T03:16:36.814944,15.49146171,.0005587,51.6468,346.1614,190.7505,174.1667,0,U,25544,999,20953,.29984E-2,.169284E-2,0
ISS (ZARYA),1998-067A,2020-01-24T05:22:47.805888,15.49109327,.0006034,51.6460,345.7248,189.3781,304.5467,0,U,25544,999,20954,-.45634E-3,-.25624E-3,0
ISS (ZARYA),1998-067A,2020-01-24T09:50:34.277280,15.49128651,.0005578,51.6426,344.8052,184.7882,266.8514,0,U,25544,999,20957,.77446E-3,.4266E-3,0
ISS (ZARYA),1998-067A,2020-01-24T14:50:08.539296,15.49099370,.0005441,51.6424,343.7780,185.2752,347.2770,0,U,25544,999,20960,-.26511E-4,-.1919E-4,0
ISS (ZARYA),1998-067A,2020-01-24T22:09:30.210912,15.49054177,.0005467,51.6430,342.2666,187.4966,247.7136,0,U,25544,999,20965,-.26362E-2,-.143416E-2,0
ISS (ZARYA),1998-067A,2020-01-25T01:20:30.439968,15.49069441,.0005373,51.6446,341.6087,187.2402,268.1618,0,U,25544,999,20967,-.10376E-2,-.57363E-3,0
ISS (ZARYA),1998-067A,2020-01-25T06:13:02.714880,15.49098959,.000566,51.6477,340.6029,190.3213,318.7717,0,U,25544,999,20970,-.15864E-2,-.87237E-3,0
ISS (ZARYA),1998-067A,2020-01-25T09:18:07.803648,15.49096837,.0005669,51.6477,339.9669,191.0731,315.2829,0,U,25544,999,20972,-.8305E-3,-.46118E-3,0
ISS (ZARYA),1998-067A,2020-01-25T14:01:56.466048,15.49082392,.0005697,51.6476,338.9917,191.6641,334.5404,0,U,25544,999,20975,-.74546E-3,-.41446E-3,0
ISS (ZARYA),1998-067A,2020-01-25T19:57:45.806688,15.49102985,.0005599,51.6448,337.7702,190.9735,274.1581,0,U,25544,999,20979,.14605E-4,.355E-5,0
ISS (ZARYA),1998-067A,2020-01-25T22:56:08.110752,15.49101215,.0005476,51.6449,337.1573,191.0446,245.3289,0,U,25544,999,20981,-.78934E-6,-.496E-5,0
ISS (ZARYA),1998-067A,2020-01-26T03:47:44.553984,15.49101606,.0005644,51.6451,336.1549,191.8379,294.6062,0,U,25544,999,20984,.36226E-5,-.252E-5,0
ISS (ZARYA),1998-067A,2020-01-26T06:14:56.399136,15.49102200,.0005743,51.6459,335.6488,193.6801,143.2053,0,U,25544,999,20985,-.71621E-3,-.39873E-3,0
ISS (ZARYA),1998-067A,2020-01-26T08:29:21.248160,15.49108748,.0005604,51.6435,335.1909,194.1990,303.5861,0,U,25544,999,20987,-.35864E-3,-.20245E-3,0
ISS (ZARYA),1998-067A,2020-01-26T20:43:08.541120,15.49106994,.0005646,51.6447,332.6654,194.8454,266.6063,0,U,25544,999,20995,.25683E-4,.968E-5,0
ISS (ZARYA),1998-067A,2020-01-26T23:53:51.398592,15.49106631,.0005656,51.6447,332.0102,195.3105,285.2186,0,U,25544,999,20997,.22492E-4,.792E-5,0
ISS (ZARYA),1998-067A,2020-01-27T05:25:54.334848,15.49109081,.0005578,51.6453,330.8692,197.0068,130.3211,0,U,25544,999,21000,.35504E-4,.1512E-4,0
ISS (ZARYA),1998-067A,2020-01-27T06:12:27.525024,15.49107636,.0005655,51.6447,330.7090,196.1341,311.6019,0,U,25544,999,21001,.23976E-4,.874E-5,0
ISS (ZARYA),1998-067A,2020-01-27T07:42:27.911232,15.49107582,.0005455,51.6455,330.4025,198.0096,298.5344,0,U,25544,999,21002,-.74611E-3,-.41515E-3,0
ISS (ZARYA),1998-067A,2020-01-27T14:02:38.282784,15.49108797,.000564,51.6449,329.0938,197.3285,332.5067,0,U,25544,999,21006,.24851E-4,.922E-5,0
ISS (ZARYA),1998-067A,2020-01-27T16:43:27.678432,15.49109690,.000564,51.6449,328.5411,197.7384,235.3416,0,U,25544,999,21008,.2745E-4,.1066E-4,0
ISS (ZARYA),1998-067A,2020-01-27T22:57:07.133184,15.49110425,.0005602,51.6448,327.2573,198.7364,242.3904,0,U,25544,999,21012,.269E-4,.1036E-4,0
ISS (ZARYA),1998-067A,2020-01-28T05:24:47.852640,15.49111532,.0005597,51.6453,325.9256,199.1900,304.3218,0,U,25544,999,21016,.27684E-4,.1079E-4,0
ISS (ZARYA),1998-067A,2020-01-28T07:01:39.850176,15.49112022,.0005598,51.6454,325.5928,199.1734,319.7303,0,U,25544,999,21017,.28583E-4,.1129E-4,0
ISS (ZARYA),1998-067A,2020-01-28T14:02:45.000384,15.49112836,.0005587,51.6454,324.1456,200.2956,150.4574,0,U,25544,999,21021,.2823E-4,.111E-4,0
ISS (ZARYA),1998-067A,2020-01-28T17:31:28.446240,15.49113435,.0005581,51.6454,323.4282,200.8972,238.7330,0,U,25544,999,21024,.28677E-4,.1134E-4,0
ISS (ZARYA),1998-067A,2020-01-28T22:09:34.746048,15.49113354,.0005558,51.6454,322.4730,201.3419,236.0365,0,U,25544,999,21027,.26502E-4,.1014E-4,0
ISS (ZARYA),1998-067A,2020-01-29T06:15:02.670912,15.49114447,.0005542,51.6457,320.8054,202.9132,315.8077,0,U,25544,999,21032,.27552E-4,.1072E-4,0
ISS (ZARYA),1998-067A,2020-01-29T07:35:34.073376,15.49114591,.0005536,51.6458,320.5287,203.1605,267.6160,0,U,25544,999,21033,.2737E-4,.1062E-4,0
ISS (ZARYA),1998-067A,2020-01-29T12:29:20.304960,15.49114953,.0005536,51.6458,319.5191,203.9133,325.3245,0,U,25544,999,21036,.26206E-4,.998E-5,0
ISS (ZARYA),1998-067A,2020-01-29T16:41:50.443008,15.49124691,.0005196,51.6452,318.6562,207.4446,220.3378,0,U,25544,999,21039,.9425E-4,.4768E-4,0
